room_type,month,neighbourhood,count,monthly_average
Private Room,"October, 2020",Islington-City Centre West,79,
Private Room,"October, 2020",Junction Area,44,
Private Room,"October, 2020",Keelesdale-Eglinton West,20,
Private Room,"October, 2020",Kennedy Park,18,98.05434783
Private Room,"October, 2020",Kensington-Chinatown,263,79.50694444
Private Room,"October, 2020",Kingsview Village-The Westway,11,80.94676806
Private Room,"October, 2020",Kingsway South,4,79.50694444
Private Room,"October, 2020",L'Amoreaux,73,
Private Room,"October, 2020",Lambton Baby Point,13,63.31707317
Private Room,"October, 2020",Lansing-Westgate,48,
Private Room,"October, 2020",Lawrence Park North,22,
Private Room,"October, 2020",Lawrence Park South,17,63.31707317
Private Room,"October, 2020",Leaside-Bennington,14,56.35294118
Private Room,"October, 2020",Little Portugal,111,63.31707317
Private Room,"October, 2020",Long Branch,22,
Private Room,"October, 2020",Malvern,73,
Private Room,"October, 2020",Maple Leaf,5,
Private Room,"October, 2020",Markland Wood,3,
Private Room,"October, 2020",Milliken,20,
Private Room,"October, 2020",Mimico (includes Humber Bay Shores),59,
Private Room,"October, 2020",Morningside,30,55.67326733
Private Room,"October, 2020",Moss Park,144,
Private Room,"October, 2020",Mount Dennis,17,
Private Room,"October, 2020",Mount Olive-Silverstone-Jamestown,16,
Private Room,"October, 2020",Mount Pleasant East,35,
Private Room,"October, 2020",Mount Pleasant West,74,
Private Room,"October, 2020",New Toronto,38,69.80952381
Private Room,"October, 2020",Newtonbrook East,70,94.75
Private Room,"October, 2020",Newtonbrook West,79,
Private Room,"October, 2020",Niagara,130,
Private Room,"October, 2020",North Riverdale,12,72.95238095
Private Room,"October, 2020",North St.James Town,84,79
Private Room,"October, 2020",O'Connor-Parkview,23,
Private Room,"October, 2020",Oakridge,22,
Private Room,"October, 2020",Oakwood Village,64,
Private Room,"October, 2020",Old East York,23,
Private Room,"October, 2020",Palmerston-Little Italy,119,
Private Room,"October, 2020",Parkwoods-Donalda,56,68.40540541
Private Room,"October, 2020",Pelmo Park-Humberlea,28,
Private Room,"October, 2020",Playter Estates-Danforth,14,
Private Room,"October, 2020",Pleasant View,73,
Private Room,"October, 2020",Princess-Rosethorn,13,
Private Room,"October, 2020",Regent Park,40,80.94676806
Private Room,"October, 2020",Rexdale-Kipling,25,
Private Room,"October, 2020",Rockcliffe-Smythe,21,
Private Room,"October, 2020",Roncesvalles,53,86.75
Private Room,"October, 2020",Rosedale-Moore Park,21,
Private Room,"October, 2020",Rouge,30,52.08695652
Private Room,"October, 2020",Runnymede-Bloor West Village,13,
Private Room,"October, 2020",Rustic,7,
Private Room,"October, 2020",Scarborough Village,15,
Private Room,"October, 2020",South Parkdale,80,65.04
Private Room,"October, 2020",South Riverdale,90,
Private Room,"October, 2020",St.Andrew-Windfields,28,
Private Room,"October, 2020",Steeles,47,
Private Room,"October, 2020",Stonegate-Queensway,40,
Private Room,"October, 2020",Tam O'Shanter-Sullivan,49,
Private Room,"October, 2020",Taylor-Massey,26,
Private Room,"October, 2020",The Beaches,32,
Private Room,"October, 2020",Thistletown-Beaumond Heights,2,
Private Room,"October, 2020",Thorncliffe Park,12,
Private Room,"October, 2020",Trinity-Bellwoods,167,70.48502994
Private Room,"October, 2020",University,105,70.48502994
Private Room,"October, 2020",Victoria Village,27,
Private Room,"October, 2020",Waterfront Communities-The Island,374,
Private Room,"October, 2020",West Hill,37,
Private Room,"October, 2020",West Humber-Clairville,56,
Private Room,"October, 2020",Westminster-Branson,38,
Private Room,"October, 2020",Weston,30,68.40540541
Private Room,"October, 2020",Weston-Pellam Park,31,
Private Room,"October, 2020",Wexford/Maryvale,45,
Private Room,"October, 2020",Willowdale East,202,
Private Room,"October, 2020",Willowdale West,69,
Private Room,"October, 2020",Willowridge-Martingrove-Richview,36,
Private Room,"October, 2020",Woburn,31,
Private Room,"October, 2020",Woodbine Corridor,28,
Private Room,"October, 2020",Woodbine-Lumsden,18,
Private Room,"October, 2020",Wychwood,50,86.75
Private Room,"October, 2020",Yonge-Eglinton,31,57.27513228
Private Room,"October, 2020",Yonge-St.Clair,14,
Private Room,"October, 2020",York University Heights,162,54.61538462
Private Room,"October, 2020",Yorkdale-Glen Park,48,
Shared Room,"October, 2020",Agincourt North,2,
Shared Room,"October, 2020",Agincourt South-Malvern West,9,
Shared Room,"October, 2020",Annex,7,
Shared Room,"October, 2020",Banbury-Don Mills,1,
Shared Room,"October, 2020",Bay Street Corridor,12,
Shared Room,"October, 2020",Bayview Village,2,
Shared Room,"October, 2020",Bayview Woods-Steeles,2,
Shared Room,"October, 2020",Bedford Park-Nortown,24,
Shared Room,"October, 2020",Bendale,1,
Shared Room,"October, 2020",Black Creek,1,
Shared Room,"October, 2020",Briar Hill-Belgravia,5,
Shared Room,"October, 2020",Broadview North,5,
Shared Room,"October, 2020",Cabbagetown-South St.James Town,2,
Shared Room,"October, 2020",Caledonia-Fairbank,1,
Shared Room,"October, 2020",Casa Loma,2,
Shared Room,"October, 2020",Church-Yonge Corridor,6,
Shared Room,"October, 2020",Clairlea-Birchmount,2,
Shared Room,"October, 2020",Clanton Park,22,
Shared Room,"October, 2020",Don Valley Village,5,
Shared Room,"October, 2020",Dorset Park,2,
Shared Room,"October, 2020",Dovercourt-Wallace Emerson-Junction,1,
Shared Room,"October, 2020",East End-Danforth,2,
Shared Room,"October, 2020",Flemingdon Park,1,
Shared Room,"October, 2020",Forest Hill North,1,
Shared Room,"October, 2020",Glenfield-Jane Heights,1,
Shared Room,"October, 2020",High Park North,4,
Shared Room,"October, 2020",Islington-City Centre West,9,
Shared Room,"October, 2020",Junction Area,2,
Shared Room,"October, 2020",Keelesdale-Eglinton West,1,
Shared Room,"October, 2020",Kennedy Park,2,
Shared Room,"October, 2020",Kensington-Chinatown,7,
Shared Room,"October, 2020",L'Amoreaux,1,
Shared Room,"October, 2020",Lawrence Park North,6,
Shared Room,"October, 2020",Lawrence Park South,1,
Shared Room,"October, 2020",Leaside-Bennington,1,
Shared Room,"October, 2020",Malvern,41,
Shared Room,"October, 2020",Mimico (includes Humber Bay Shores),2,
Shared Room,"October, 2020",Morningside,1,
Shared Room,"October, 2020",Moss Park,4,
Shared Room,"October, 2020",Mount Pleasant East,1,
Shared Room,"October, 2020",Mount Pleasant West,15,
Shared Room,"October, 2020",Newtonbrook East,1,
Shared Room,"October, 2020",Newtonbrook West,9,
Shared Room,"October, 2020",Niagara,4,
Shared Room,"October, 2020",North Riverdale,2,
Shared Room,"October, 2020",North St.James Town,7,
Shared Room,"October, 2020",Oakwood Village,6,
Shared Room,"October, 2020",Old East York,2,
Shared Room,"October, 2020",Palmerston-Little Italy,2,
Shared Room,"October, 2020",Parkwoods-Donalda,3,
Shared Room,"October, 2020",Pleasant View,1,
Shared Room,"October, 2020",Regent Park,4,
Shared Room,"October, 2020",Rexdale-Kipling,2,
Shared Room,"October, 2020",Rockcliffe-Smythe,1,
Shared Room,"October, 2020",Roncesvalles,2,
Shared Room,"October, 2020",Rustic,1,
Shared Room,"October, 2020",South Parkdale,2,
Shared Room,"October, 2020",South Riverdale,6,
Shared Room,"October, 2020",St.Andrew-Windfields,2,
Shared Room,"October, 2020",Stonegate-Queensway,3,
Shared Room,"October, 2020",Tam O'Shanter-Sullivan,1,
Shared Room,"October, 2020",Taylor-Massey,1,
Shared Room,"October, 2020",Thorncliffe Park,3,
Shared Room,"October, 2020",Trinity-Bellwoods,2,
Shared Room,"October, 2020",University,1,
Shared Room,"October, 2020",Waterfront Communities-The Island,17,
Shared Room,"October, 2020",West Humber-Clairville,4,
Shared Room,"October, 2020",Weston-Pellam Park,5,
Shared Room,"October, 2020",Wexford/Maryvale,1,64
Shared Room,"October, 2020",Willowdale East,8,
Shared Room,"October, 2020",Willowdale West,1,
Shared Room,"October, 2020",Willowridge-Martingrove-Richview,1,
Shared Room,"October, 2020",Woburn,1,
Shared Room,"October, 2020",Woodbine Corridor,2,33.2
Shared Room,"October, 2020",Wychwood,1,
Shared Room,"October, 2020",Yonge-Eglinton,2,
Shared Room,"October, 2020",Yonge-St.Clair,3,
Shared Room,"October, 2020",York University Heights,1,
Shared Room,"October, 2020",Yorkdale-Glen Park,1,
Entire Home,"October, 2020",Agincourt North,7,161.6735395
Entire Home,"October, 2020",Agincourt South-Malvern West,23,
Entire Home,"October, 2020",Alderwood,19,
Entire Home,"October, 2020",Annex,480,
Entire Home,"October, 2020",Banbury-Don Mills,23,203.2705515
Entire Home,"October, 2020",Bathurst Manor,24,148.989899
Entire Home,"October, 2020",Bay Street Corridor,406,128.5217391
Entire Home,"October, 2020",Bayview Village,54,203.2705515
Entire Home,"October, 2020",Bayview Woods-Steeles,19,128.5656566
Entire Home,"October, 2020",Bedford Park-Nortown,24,107.6666667
Entire Home,"October, 2020",Beechborough-Greenbrook,4,203.2705515
Entire Home,"October, 2020",Bendale,36,
Entire Home,"October, 2020",Birchcliffe-Cliffside,52,228.2467532
Entire Home,"October, 2020",Black Creek,4,145.1075515
Entire Home,"October, 2020",Blake-Jones,40,
Entire Home,"October, 2020",Briar Hill-Belgravia,23,
Entire Home,"October, 2020",Bridle Path-Sunnybrook-York Mills,10,145.1075515
Entire Home,"October, 2020",Broadview North,39,
Entire Home,"October, 2020",Brookhaven-Amesbury,13,203.2705515
Entire Home,"October, 2020",Cabbagetown-South St.James Town,114,
Entire Home,"October, 2020",Caledonia-Fairbank,18,
Entire Home,"October, 2020",Casa Loma,54,
Entire Home,"October, 2020",Centennial Scarborough,10,
Entire Home,"October, 2020",Church-Yonge Corridor,437,130.3617021
Entire Home,"October, 2020",Clairlea-Birchmount,30,172.3247496
Entire Home,"October, 2020",Clanton Park,42,172.3247496
Entire Home,"October, 2020",Cliffcrest,27,145.1075515
Entire Home,"October, 2020",Corso Italia-Davenport,46,
Entire Home,"October, 2020",Danforth,58,172.3247496
Entire Home,"October, 2020",Danforth East York,51,175.5249042
Entire Home,"October, 2020",Don Valley Village,29,215.4291667
Entire Home,"October, 2020",Dorset Park,14,133.1587302
Entire Home,"October, 2020",Dovercourt-Wallace Emerson-Junction,293,203.2705515
Entire Home,"October, 2020",Downsview-Roding-CFB,23,128.5656566
Entire Home,"October, 2020",Dufferin Grove,141,136.0588235
Entire Home,"October, 2020",East End-Danforth,77,
Entire Home,"October, 2020",Edenbridge-Humber Valley,10,172.3247496
Entire Home,"October, 2020",Eglinton East,11,161.6735395
Entire Home,"October, 2020",Elms-Old Rexdale,4,203.2705515
Entire Home,"October, 2020",Englemount-Lawrence,25,
Entire Home,"October, 2020",Eringate-Centennial-West Deane,27,197.2932331
Entire Home,"October, 2020",Etobicoke West Mall,20,172.0440678
Entire Home,"October, 2020",Flemingdon Park,8,203.2705515
Entire Home,"October, 2020",Forest Hill North,12,
Entire Home,"October, 2020",Forest Hill South,22,121.6521739
Entire Home,"October, 2020",Glenfield-Jane Heights,6,165.5254237
Entire Home,"October, 2020",Greenwood-Coxwell,99,145.1075515
Entire Home,"October, 2020",Guildwood,5,107.6666667
Entire Home,"October, 2020",Henry Farm,26,172.3247496
Entire Home,"October, 2020",High Park North,126,
Entire Home,"October, 2020",High Park-Swansea,133,135.9029126
Entire Home,"October, 2020",Highland Creek,8,172.3247496
Entire Home,"October, 2020",Hillcrest Village,16,123.7030717
Entire Home,"October, 2020",Humber Heights-Westmount,14,215.4291667
Entire Home,"October, 2020",Humber Summit,5,215.4291667
Entire Home,"October, 2020",Humbermede,7,
Entire Home,"October, 2020",Humewood-Cedarvale,59,
Entire Home,"October, 2020",Ionview,12,
Entire Home,"October, 2020",Islington-City Centre West,83,172.3247496
Entire Home,"October, 2020",Junction Area,82,155.7025316
Entire Home,"October, 2020",Keelesdale-Eglinton West,23,288.2978723
Entire Home,"October, 2020",Kennedy Park,21,
Entire Home,"October, 2020",Kensington-Chinatown,219,
Entire Home,"October, 2020",Kingsview Village-The Westway,15,
Entire Home,"October, 2020",Kingsway South,11,
Entire Home,"October, 2020",L'Amoreaux,10,135.9029126
Entire Home,"October, 2020",Lambton Baby Point,19,
Entire Home,"October, 2020",Lansing-Westgate,58,203.2705515
Entire Home,"October, 2020",Lawrence Park North,30,
Entire Home,"October, 2020",Lawrence Park South,28,
Entire Home,"October, 2020",Leaside-Bennington,30,
Entire Home,"October, 2020",Little Portugal,291,
Entire Home,"October, 2020",Long Branch,36,133.1587302
Entire Home,"October, 2020",Malvern,16,
Entire Home,"October, 2020",Maple Leaf,11,175.5249042
Entire Home,"October, 2020",Markland Wood,6,155.9392265
Entire Home,"October, 2020",Milliken,9,128.5656566
Entire Home,"October, 2020",Mimico (includes Humber Bay Shores),166,128.5656566
Entire Home,"October, 2020",Morningside,9,
Entire Home,"October, 2020",Moss Park,309,192.7559055
Entire Home,"October, 2020",Mount Dennis,8,203.2705515
Entire Home,"October, 2020",Mount Olive-Silverstone-Jamestown,8,228.2467532
Entire Home,"October, 2020",Mount Pleasant East,44,126.9310345
Entire Home,"October, 2020",Mount Pleasant West,161,203.2705515
Entire Home,"October, 2020",New Toronto,43,
Entire Home,"October, 2020",Newtonbrook East,47,
Entire Home,"October, 2020",Newtonbrook West,85,155.7025316
Entire Home,"October, 2020",Niagara,699,172.7272727
Entire Home,"October, 2020",North Riverdale,90,
Entire Home,"October, 2020",North St.James Town,103,
Entire Home,"October, 2020",O'Connor-Parkview,28,171.1108374
Entire Home,"October, 2020",Oakridge,27,159.2793522
Entire Home,"October, 2020",Oakwood Village,75,203.2705515
Entire Home,"October, 2020",Old East York,30,159.2793522
Entire Home,"October, 2020",Palmerston-Little Italy,181,203.2705515
Entire Home,"October, 2020",Parkwoods-Donalda,41,
Entire Home,"October, 2020",Pelmo Park-Humberlea,14,130.3617021
Entire Home,"October, 2020",Playter Estates-Danforth,41,131.4155844
Entire Home,"October, 2020",Pleasant View,18,174.6925566
Entire Home,"October, 2020",Princess-Rosethorn,9,176.2876712
Entire Home,"October, 2020",Regent Park,55,
Entire Home,"October, 2020",Rexdale-Kipling,11,128.5656566
Entire Home,"October, 2020",Rockcliffe-Smythe,33,165.5254237
Entire Home,"October, 2020",Roncesvalles,158,
Entire Home,"October, 2020",Rosedale-Moore Park,77,145.1075515
Entire Home,"October, 2020",Rouge,21,
Entire Home,"October, 2020",Runnymede-Bloor West Village,30,203.2705515
Entire Home,"October, 2020",Rustic,3,172.3247496
Entire Home,"October, 2020",Scarborough Village,3,112.92
Entire Home,"October, 2020",South Parkdale,198,
Entire Home,"October, 2020",South Riverdale,261,123.7030717
Entire Home,"October, 2020",St.Andrew-Windfields,14,161.6735395
Entire Home,"October, 2020",Steeles,7,123.7030717
Entire Home,"October, 2020",Stonegate-Queensway,55,140.6097561
Entire Home,"October, 2020",Tam O'Shanter-Sullivan,16,172.0440678
Entire Home,"October, 2020",Taylor-Massey,14,123.7030717
Entire Home,"October, 2020",The Beaches,127,159.2793522
Entire Home,"October, 2020",Thistletown-Beaumond Heights,8,155.7025316
Entire Home,"October, 2020",Thorncliffe Park,9,
Entire Home,"October, 2020",Trinity-Bellwoods,295,
Entire Home,"October, 2020",University,77,
Entire Home,"October, 2020",Victoria Village,7,203.2705515
Entire Home,"October, 2020",Waterfront Communities-The Island,2883,174.6925566
Entire Home,"October, 2020",West Hill,10,203.2705515
Entire Home,"October, 2020",West Humber-Clairville,22,155.9392265
Entire Home,"October, 2020",Westminster-Branson,17,145.1075515
Entire Home,"October, 2020",Weston,20,
Entire Home,"October, 2020",Weston-Pellam Park,41,155.9392265
Entire Home,"October, 2020",Wexford/Maryvale,34,148.989899
